disease_name,year,week,week_date,male_count,female_count,total_count,sentinel_points,data_type
突発性発しん,2023,51,2023-W51,26,26,52,261,gender
ヘルパンギーナ,2023,51,2023-W51,4,3,7,261,gender
流行性耳下腺炎,2023,51,2023-W51,5,1,6,261,gender
川崎病,2023,51,2023-W51,1,0,1,261,gender
インフルエンザ,2021,22,2021-W22,0,0,0,405,gender
RSウイルス感染症,2021,22,2021-W22,236,236,472,257,gender
咽頭結膜熱,2021,22,2021-W22,30,22,52,257,gender
Ａ群溶血性レンサ球菌咽頭炎,2021,22,2021-W22,53,53,106,257,gender
感染性胃腸炎,2021,22,2021-W22,574,527,1101,257,gender
水痘,2021,22,2021-W22,20,19,39,257,gender
手足口病,2021,22,2021-W22,6,12,18,257,gender
突発性発しん,2021,22,2021-W22,84,56,140,257,gender
ヘルパンギーナ,2021,22,2021-W22,7,5,12,257,gender
流行性耳下腺炎,2021,22,2021-W22,9,6,15,257,gender
川崎病,2021,22,2021-W22,2,1,3,257,gender
インフルエンザ,2003,43,2003-W43,1,0,1,178,gender
RSウイルス感染症,2003,43,2003-W43,0,0,0,142,gender
咽頭結膜熱,2003,43,2003-W43,9,8,17,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,43,2003-W43,38,39,77,142,gender
感染性胃腸炎,2003,43,2003-W43,267,241,508,142,gender
水痘,2003,43,2003-W43,50,48,98,142,gender
手足口病,2003,43,2003-W43,17,12,29,142,gender
突発性発しん,2003,43,2003-W43,37,35,72,142,gender
ヘルパンギーナ,2003,43,2003-W43,11,10,21,142,gender
流行性耳下腺炎,2003,43,2003-W43,19,15,34,142,gender
川崎病,2003,43,2003-W43,1,0,1,142,gender
インフルエンザ,2010,19,2010-W19,9,6,15,284,gender
RSウイルス感染症,2010,19,2010-W19,7,1,8,148,gender
咽頭結膜熱,2010,19,2010-W19,20,21,41,148,gender
Ａ群溶血性レンサ球菌咽頭炎,2010,19,2010-W19,140,107,247,148,gender
感染性胃腸炎,2010,19,2010-W19,560,495,1055,148,gender
水痘,2010,19,2010-W19,145,157,302,148,gender
手足口病,2010,19,2010-W19,31,22,53,148,gender
突発性発しん,2010,19,2010-W19,49,48,97,148,gender
ヘルパンギーナ,2010,19,2010-W19,29,18,47,148,gender
流行性耳下腺炎,2010,19,2010-W19,74,89,163,148,gender
川崎病,2010,19,2010-W19,1,2,3,148,gender
インフルエンザ,2001,30,2001-W30,1,0,1,178,gender
RSウイルス感染症,2001,30,2001-W30,0,0,0,142,gender
咽頭結膜熱,2001,30,2001-W30,25,21,46,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2001,30,2001-W30,11,8,19,142,gender
感染性胃腸炎,2001,30,2001-W30,105,97,202,142,gender
水痘,2001,30,2001-W30,40,53,93,142,gender
手足口病,2001,30,2001-W30,82,42,124,142,gender
突発性発しん,2001,30,2001-W30,23,26,49,142,gender
ヘルパンギーナ,2001,30,2001-W30,310,284,594,142,gender
流行性耳下腺炎,2001,30,2001-W30,66,72,138,142,gender
川崎病,2001,30,2001-W30,0,0,0,142,gender
インフルエンザ,2000,51,2000-W51,20,19,39,178,gender
RSウイルス感染症,2000,51,2000-W51,0,0,0,142,gender
咽頭結膜熱,2000,51,2000-W51,5,3,8,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2000,51,2000-W51,19,23,42,142,gender
感染性胃腸炎,2000,51,2000-W51,901,943,1844,142,gender
水痘,2000,51,2000-W51,102,92,194,142,gender
手足口病,2000,51,2000-W51,17,16,33,142,gender
突発性発しん,2000,51,2000-W51,35,34,69,142,gender
ヘルパンギーナ,2000,51,2000-W51,4,9,13,142,gender
流行性耳下腺炎,2000,51,2000-W51,80,68,148,142,gender
川崎病,2000,51,2000-W51,0,0,0,142,gender
インフルエンザ,2002,22,2002-W22,0,0,0,178,gender
RSウイルス感染症,2002,22,2002-W22,0,0,0,142,gender
咽頭結膜熱,2002,22,2002-W22,1,4,5,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2002,22,2002-W22,66,56,122,142,gender
感染性胃腸炎,2002,22,2002-W22,276,237,513,142,gender
水痘,2002,22,2002-W22,147,135,282,142,gender
手足口病,2002,22,2002-W22,63,54,117,142,gender
突発性発しん,2002,22,2002-W22,55,35,90,142,gender
ヘルパンギーナ,2002,22,2002-W22,78,80,158,142,gender
流行性耳下腺炎,2002,22,2002-W22,51,55,106,142,gender
川崎病,2002,22,2002-W22,0,0,0,142,gender
インフルエンザ,2020,43,2020-W43,1,1,2,406,gender
RSウイルス感染症,2020,43,2020-W43,1,1,2,256,gender
咽頭結膜熱,2020,43,2020-W43,15,8,23,256,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,43,2020-W43,77,61,138,256,gender
感染性胃腸炎,2020,43,2020-W43,304,247,551,256,gender
水痘,2020,43,2020-W43,14,21,35,256,gender
手足口病,2020,43,2020-W43,1,2,3,256,gender
突発性発しん,2020,43,2020-W43,67,55,122,256,gender
ヘルパンギーナ,2020,43,2020-W43,10,6,16,256,gender
流行性耳下腺炎,2020,43,2020-W43,9,8,17,256,gender
川崎病,2020,43,2020-W43,1,2,3,256,gender
インフルエンザ,2011,3,2011-W03,5264,4969,10233,417,gender
RSウイルス感染症,2011,3,2011-W03,70,46,116,263,gender
咽頭結膜熱,2011,3,2011-W03,56,35,91,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2011,3,2011-W03,340,282,622,263,gender
感染性胃腸炎,2011,3,2011-W03,1440,1373,2813,263,gender
水痘,2011,3,2011-W03,176,191,367,263,gender
手足口病,2011,3,2011-W03,9,4,13,263,gender
突発性発しん,2011,3,2011-W03,98,74,172,263,gender
ヘルパンギーナ,2011,3,2011-W03,2,2,4,263,gender
流行性耳下腺炎,2011,3,2011-W03,56,36,92,263,gender
川崎病,2011,3,2011-W03,2,2,4,263,gender
インフルエンザ,2010,16,2010-W16,16,11,27,288,gender
RSウイルス感染症,2010,16,2010-W16,3,4,7,149,gender
咽頭結膜熱,2010,16,2010-W16,21,15,36,149,gender
Ａ群溶血性レンサ球菌咽頭炎,2010,16,2010-W16,123,109,232,149,gender
感染性胃腸炎,2010,16,2010-W16,784,684,1468,149,gender
水痘,2010,16,2010-W16,128,115,243,149,gender
手足口病,2010,16,2010-W16,19,22,41,149,gender
突発性発しん,2010,16,2010-W16,48,41,89,149,gender
ヘルパンギーナ,2010,16,2010-W16,15,12,27,149,gender
流行性耳下腺炎,2010,16,2010-W16,51,48,99,149,gender
川崎病,2010,16,2010-W16,1,1,2,149,gender
インフルエンザ,2022,30,2022-W30,9,6,15,406,gender
RSウイルス感染症,2022,30,2022-W30,219,221,440,258,gender
咽頭結膜熱,2022,30,2022-W30,18,12,30,258,gender
Ａ群溶血性レンサ球菌咽頭炎,2022,30,2022-W30,22,11,33,258,gender
感染性胃腸炎,2022,30,2022-W30,392,314,706,258,gender
水痘,2022,30,2022-W30,6,7,13,258,gender
手足口病,2022,30,2022-W30,678,553,1231,258,gender
突発性発しん,2022,30,2022-W30,45,38,83,258,gender
ヘルパンギーナ,2022,30,2022-W30,196,188,384,258,gender
流行性耳下腺炎,2022,30,2022-W30,7,4,11,258,gender
川崎病,2022,30,2022-W30,1,0,1,258,gender
インフルエンザ,2016,11,2016-W11,3081,3057,6138,413,gender
RSウイルス感染症,2016,11,2016-W11,13,12,25,259,gender
咽頭結膜熱,2016,11,2016-W11,29,18,47,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2016,11,2016-W11,404,363,767,259,gender
感染性胃腸炎,2016,11,2016-W11,804,787,1591,259,gender
水痘,2016,11,2016-W11,38,32,70,259,gender
手足口病,2016,11,2016-W11,4,1,5,259,gender
突発性発しん,2016,11,2016-W11,63,61,124,259,gender
ヘルパンギーナ,2016,11,2016-W11,1,4,5,259,gender
流行性耳下腺炎,2016,11,2016-W11,68,53,121,259,gender
川崎病,2016,11,2016-W11,0,4,4,259,gender
インフルエンザ,2007,38,2007-W38,9,5,14,284,gender
RSウイルス感染症,2007,38,2007-W38,2,2,4,148,gender
咽頭結膜熱,2007,38,2007-W38,20,15,35,148,gender
Ａ群溶血性レンサ球菌咽頭炎,2007,38,2007-W38,49,55,104,148,gender
感染性胃腸炎,2007,38,2007-W38,260,234,494,148,gender
水痘,2007,38,2007-W38,31,25,56,148,gender
手足口病,2007,38,2007-W38,73,63,136,148,gender
突発性発しん,2007,38,2007-W38,57,64,121,148,gender
ヘルパンギーナ,2007,38,2007-W38,47,50,97,148,gender
流行性耳下腺炎,2007,38,2007-W38,15,14,29,148,gender
川崎病,2007,38,2007-W38,2,1,3,148,gender
インフルエンザ,2024,37,2024-W37,105,97,202,419,gender
新型コロナウイルス感染症（COVID-19）,2024,37,2024-W37,882,961,1843,419,gender
RSウイルス感染症,2024,37,2024-W37,36,27,63,264,gender
咽頭結膜熱,2024,37,2024-W37,23,33,56,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2024,37,2024-W37,251,213,464,264,gender
感染性胃腸炎,2024,37,2024-W37,484,355,839,264,gender
水痘,2024,37,2024-W37,21,20,41,264,gender
手足口病,2024,37,2024-W37,1324,1087,2411,264,gender
突発性発しん,2024,37,2024-W37,43,36,79,264,gender
ヘルパンギーナ,2024,37,2024-W37,110,88,198,264,gender
流行性耳下腺炎,2024,37,2024-W37,7,10,17,264,gender
川崎病,2024,37,2024-W37,0,4,4,264,gender
インフルエンザ,2019,32,2019-W32,24,26,50,379,gender
RSウイルス感染症,2019,32,2019-W32,322,228,550,242,gender
咽頭結膜熱,2019,32,2019-W32,35,37,72,242,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,32,2019-W32,141,133,274,242,gender
感染性胃腸炎,2019,32,2019-W32,437,356,793,242,gender
水痘,2019,32,2019-W32,41,28,69,242,gender
手足口病,2019,32,2019-W32,1015,907,1922,242,gender
突発性発しん,2019,32,2019-W32,51,41,92,242,gender
ヘルパンギーナ,2019,32,2019-W32,358,350,708,242,gender
流行性耳下腺炎,2019,32,2019-W32,14,7,21,242,gender
川崎病,2019,32,2019-W32,2,0,2,242,gender
インフルエンザ,2004,25,2004-W25,0,0,0,178,gender
RSウイルス感染症,2004,25,2004-W25,2,4,6,142,gender
咽頭結膜熱,2004,25,2004-W25,54,55,109,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2004,25,2004-W25,80,67,147,142,gender
感染性胃腸炎,2004,25,2004-W25,298,250,548,142,gender
水痘,2004,25,2004-W25,63,68,131,142,gender
手足口病,2004,25,2004-W25,62,45,107,142,gender
突発性発しん,2004,25,2004-W25,41,36,77,142,gender
ヘルパンギーナ,2004,25,2004-W25,155,139,294,142,gender
流行性耳下腺炎,2004,25,2004-W25,31,19,50,142,gender
川崎病,2004,25,2004-W25,0,0,0,142,gender
インフルエンザ,2025,7,2025-W07,325,360,685,419,gender
新型コロナウイルス感染症（COVID-19）,2025,7,2025-W07,641,730,1371,419,gender
RSウイルス感染症,2025,7,2025-W07,113,89,202,264,gender
咽頭結膜熱,2025,7,2025-W07,19,25,44,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2025,7,2025-W07,285,237,522,264,gender
感染性胃腸炎,2025,7,2025-W07,1361,1333,2694,264,gender
水痘,2025,7,2025-W07,36,29,65,264,gender
手足口病,2025,7,2025-W07,10,2,12,264,gender
突発性発しん,2025,7,2025-W07,19,19,38,264,gender
ヘルパンギーナ,2025,7,2025-W07,0,0,0,264,gender
流行性耳下腺炎,2025,7,2025-W07,11,4,15,264,gender
川崎病,2025,7,2025-W07,2,2,4,264,gender
インフルエンザ,2008,25,2008-W25,6,5,11,289,gender
RSウイルス感染症,2008,25,2008-W25,1,0,1,150,gender
咽頭結膜熱,2008,25,2008-W25,77,65,142,150,gender
Ａ群溶血性レンサ球菌咽頭炎,2008,25,2008-W25,219,189,408,150,gender
感染性胃腸炎,2008,25,2008-W25,496,436,932,150,gender
水痘,2008,25,2008-W25,165,130,295,150,gender
手足口病,2008,25,2008-W25,85,54,139,150,gender
突発性発しん,2008,25,2008-W25,58,55,113,150,gender
ヘルパンギーナ,2008,25,2008-W25,122,103,225,150,gender
流行性耳下腺炎,2008,25,2008-W25,63,62,125,150,gender
川崎病,2008,25,2008-W25,2,4,6,150,gender
インフルエンザ,2006,4,2006-W04,2195,2159,4354,178,gender
RSウイルス感染症,2006,4,2006-W04,9,5,14,142,gender
咽頭結膜熱,2006,4,2006-W04,15,17,32,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,4,2006-W04,131,122,253,142,gender
感染性胃腸炎,2006,4,2006-W04,538,503,1041,142,gender
水痘,2006,4,2006-W04,79,81,160,142,gender
手足口病,2006,4,2006-W04,5,1,6,142,gender
突発性発しん,2006,4,2006-W04,45,36,81,142,gender
ヘルパンギーナ,2006,4,2006-W04,2,0,2,142,gender
流行性耳下腺炎,2006,4,2006-W04,47,33,80,142,gender
川崎病,2006,4,2006-W04,2,1,3,142,gender
インフルエンザ,2017,41,2017-W41,32,36,68,417,gender
RSウイルス感染症,2017,41,2017-W41,112,85,197,262,gender
咽頭結膜熱,2017,41,2017-W41,63,37,100,262,gender
Ａ群溶血性レンサ球菌咽頭炎,2017,41,2017-W41,218,175,393,262,gender
感染性胃腸炎,2017,41,2017-W41,401,354,755,262,gender
水痘,2017,41,2017-W41,36,33,69,262,gender
手足口病,2017,41,2017-W41,356,300,656,262,gender
突発性発しん,2017,41,2017-W41,63,64,127,262,gender
ヘルパンギーナ,2017,41,2017-W41,58,47,105,262,gender
流行性耳下腺炎,2017,41,2017-W41,17,20,37,262,gender
川崎病,2017,41,2017-W41,5,3,8,262,gender
インフルエンザ,2003,8,2003-W08,878,918,1796,178,gender
RSウイルス感染症,2003,8,2003-W08,0,0,0,142,gender
咽頭結膜熱,2003,8,2003-W08,5,5,10,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2003,8,2003-W08,32,33,65,142,gender
感染性胃腸炎,2003,8,2003-W08,541,493,1034,142,gender
水痘,2003,8,2003-W08,63,51,114,142,gender
手足口病,2003,8,2003-W08,2,6,8,142,gender
突発性発しん,2003,8,2003-W08,24,28,52,142,gender
ヘルパンギーナ,2003,8,2003-W08,1,1,2,142,gender
流行性耳下腺炎,2003,8,2003-W08,13,10,23,142,gender
川崎病,2003,8,2003-W08,1,2,3,142,gender
インフルエンザ,2015,32,2015-W32,1,2,3,408,gender
RSウイルス感染症,2015,32,2015-W32,34,24,58,258,gender
咽頭結膜熱,2015,32,2015-W32,66,65,131,258,gender
Ａ群溶血性レンサ球菌咽頭炎,2015,32,2015-W32,177,190,367,258,gender
感染性胃腸炎,2015,32,2015-W32,513,411,924,258,gender
水痘,2015,32,2015-W32,43,49,92,258,gender
手足口病,2015,32,2015-W32,1619,1341,2960,258,gender
突発性発しん,2015,32,2015-W32,90,76,166,258,gender
ヘルパンギーナ,2015,32,2015-W32,320,327,647,258,gender
流行性耳下腺炎,2015,32,2015-W32,52,40,92,258,gender
川崎病,2015,32,2015-W32,6,2,8,258,gender
インフルエンザ,2021,13,2021-W13,0,0,0,412,gender
RSウイルス感染症,2021,13,2021-W13,16,9,25,259,gender
咽頭結膜熱,2021,13,2021-W13,6,11,17,259,gender
Ａ群溶血性レンサ球菌咽頭炎,2021,13,2021-W13,44,34,78,259,gender
感染性胃腸炎,2021,13,2021-W13,323,297,620,259,gender
水痘,2021,13,2021-W13,11,14,25,259,gender
手足口病,2021,13,2021-W13,2,3,5,259,gender
突発性発しん,2021,13,2021-W13,63,45,108,259,gender
ヘルパンギーナ,2021,13,2021-W13,1,1,2,259,gender
流行性耳下腺炎,2021,13,2021-W13,4,6,10,259,gender
川崎病,2021,13,2021-W13,4,1,5,259,gender
インフルエンザ,2011,46,2011-W46,20,16,36,414,gender
RSウイルス感染症,2011,46,2011-W46,54,40,94,261,gender
咽頭結膜熱,2011,46,2011-W46,30,30,60,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2011,46,2011-W46,274,247,521,261,gender
感染性胃腸炎,2011,46,2011-W46,891,790,1681,261,gender
水痘,2011,46,2011-W46,184,175,359,261,gender
手足口病,2011,46,2011-W46,80,66,146,261,gender
突発性発しん,2011,46,2011-W46,84,76,160,261,gender
ヘルパンギーナ,2011,46,2011-W46,13,12,25,261,gender
流行性耳下腺炎,2011,46,2011-W46,46,35,81,261,gender
川崎病,2011,46,2011-W46,6,2,8,261,gender
インフルエンザ,2013,35,2013-W35,1,0,1,407,gender
RSウイルス感染症,2013,35,2013-W35,78,68,146,256,gender
咽頭結膜熱,2013,35,2013-W35,69,43,112,256,gender
Ａ群溶血性レンサ球菌咽頭炎,2013,35,2013-W35,96,83,179,256,gender
感染性胃腸炎,2013,35,2013-W35,356,261,617,256,gender
水痘,2013,35,2013-W35,45,33,78,256,gender
手足口病,2013,35,2013-W35,519,424,943,256,gender
突発性発しん,2013,35,2013-W35,96,97,193,256,gender
ヘルパンギーナ,2013,35,2013-W35,173,136,309,256,gender
流行性耳下腺炎,2013,35,2013-W35,25,23,48,256,gender
川崎病,2013,35,2013-W35,2,2,4,256,gender
インフルエンザ,2008,6,2008-W06,1197,1174,2371,288,gender
RSウイルス感染症,2008,6,2008-W06,10,13,23,150,gender
咽頭結膜熱,2008,6,2008-W06,13,26,39,150,gender
Ａ群溶血性レンサ球菌咽頭炎,2008,6,2008-W06,199,162,361,150,gender
感染性胃腸炎,2008,6,2008-W06,806,783,1589,150,gender
水痘,2008,6,2008-W06,89,87,176,150,gender
手足口病,2008,6,2008-W06,7,3,10,150,gender
突発性発しん,2008,6,2008-W06,53,52,105,150,gender
ヘルパンギーナ,2008,6,2008-W06,3,0,3,150,gender
流行性耳下腺炎,2008,6,2008-W06,20,9,29,150,gender
川崎病,2008,6,2008-W06,0,0,0,150,gender
インフルエンザ,2010,28,2010-W28,6,8,14,283,gender
RSウイルス感染症,2010,28,2010-W28,0,0,0,147,gender
咽頭結膜熱,2010,28,2010-W28,24,22,46,147,gender
Ａ群溶血性レンサ球菌咽頭炎,2010,28,2010-W28,84,61,145,147,gender
感染性胃腸炎,2010,28,2010-W28,285,242,527,147,gender
水痘,2010,28,2010-W28,102,68,170,147,gender
手足口病,2010,28,2010-W28,397,293,690,147,gender
突発性発しん,2010,28,2010-W28,54,49,103,147,gender
ヘルパンギーナ,2010,28,2010-W28,706,692,1398,147,gender
流行性耳下腺炎,2010,28,2010-W28,84,77,161,147,gender
川崎病,2010,28,2010-W28,1,1,2,147,gender
インフルエンザ,2006,27,2006-W27,0,0,0,178,gender
RSウイルス感染症,2006,27,2006-W27,1,0,1,142,gender
咽頭結膜熱,2006,27,2006-W27,125,125,250,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2006,27,2006-W27,112,80,192,142,gender
感染性胃腸炎,2006,27,2006-W27,251,214,465,142,gender
水痘,2006,27,2006-W27,92,98,190,142,gender
手足口病,2006,27,2006-W27,48,35,83,142,gender
突発性発しん,2006,27,2006-W27,48,44,92,142,gender
ヘルパンギーナ,2006,27,2006-W27,271,300,571,142,gender
流行性耳下腺炎,2006,27,2006-W27,45,54,99,142,gender
川崎病,2006,27,2006-W27,1,1,2,142,gender
インフルエンザ,2007,49,2007-W49,705,657,1362,288,gender
RSウイルス感染症,2007,49,2007-W49,59,43,102,150,gender
咽頭結膜熱,2007,49,2007-W49,28,29,57,150,gender
Ａ群溶血性レンサ球菌咽頭炎,2007,49,2007-W49,159,121,280,150,gender
感染性胃腸炎,2007,49,2007-W49,1393,1362,2755,150,gender
水痘,2007,49,2007-W49,112,88,200,150,gender
手足口病,2007,49,2007-W49,19,12,31,150,gender
突発性発しん,2007,49,2007-W49,42,41,83,150,gender
ヘルパンギーナ,2007,49,2007-W49,6,10,16,150,gender
流行性耳下腺炎,2007,49,2007-W49,19,11,30,150,gender
川崎病,2007,49,2007-W49,0,0,0,150,gender
インフルエンザ,2024,46,2024-W46,465,408,873,418,gender
新型コロナウイルス感染症（COVID-19）,2024,46,2024-W46,240,297,537,418,gender
RSウイルス感染症,2024,46,2024-W46,29,30,59,264,gender
咽頭結膜熱,2024,46,2024-W46,22,8,30,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2024,46,2024-W46,301,240,541,264,gender
感染性胃腸炎,2024,46,2024-W46,528,443,971,264,gender
水痘,2024,46,2024-W46,35,22,57,264,gender
手足口病,2024,46,2024-W46,597,516,1113,264,gender
突発性発しん,2024,46,2024-W46,28,34,62,264,gender
ヘルパンギーナ,2024,46,2024-W46,7,9,16,264,gender
流行性耳下腺炎,2024,46,2024-W46,7,2,9,264,gender
川崎病,2024,46,2024-W46,0,4,4,264,gender
インフルエンザ,2014,13,2014-W13,1937,1943,3880,412,gender
RSウイルス感染症,2014,13,2014-W13,21,14,35,260,gender
咽頭結膜熱,2014,13,2014-W13,33,23,56,260,gender
Ａ群溶血性レンサ球菌咽頭炎,2014,13,2014-W13,248,204,452,260,gender
感染性胃腸炎,2014,13,2014-W13,570,555,1125,260,gender
水痘,2014,13,2014-W13,93,98,191,260,gender
手足口病,2014,13,2014-W13,5,3,8,260,gender
突発性発しん,2014,13,2014-W13,68,66,134,260,gender
ヘルパンギーナ,2014,13,2014-W13,0,1,1,260,gender
流行性耳下腺炎,2014,13,2014-W13,15,11,26,260,gender
川崎病,2014,13,2014-W13,6,1,7,260,gender
インフルエンザ,2019,43,2019-W43,148,136,284,416,gender
RSウイルス感染症,2019,43,2019-W43,42,45,87,261,gender
咽頭結膜熱,2019,43,2019-W43,38,35,73,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2019,43,2019-W43,266,225,491,261,gender
感染性胃腸炎,2019,43,2019-W43,491,396,887,261,gender
水痘,2019,43,2019-W43,44,39,83,261,gender
手足口病,2019,43,2019-W43,256,197,453,261,gender
突発性発しん,2019,43,2019-W43,41,56,97,261,gender
ヘルパンギーナ,2019,43,2019-W43,42,33,75,261,gender
流行性耳下腺炎,2019,43,2019-W43,14,11,25,261,gender
川崎病,2019,43,2019-W43,1,4,5,261,gender
インフルエンザ,2020,32,2020-W32,0,0,0,393,gender
RSウイルス感染症,2020,32,2020-W32,1,0,1,248,gender
咽頭結膜熱,2020,32,2020-W32,9,9,18,248,gender
Ａ群溶血性レンサ球菌咽頭炎,2020,32,2020-W32,51,33,84,248,gender
感染性胃腸炎,2020,32,2020-W32,274,245,519,248,gender
水痘,2020,32,2020-W32,12,15,27,248,gender
手足口病,2020,32,2020-W32,12,9,21,248,gender
突発性発しん,2020,32,2020-W32,61,63,124,248,gender
ヘルパンギーナ,2020,32,2020-W32,9,7,16,248,gender
流行性耳下腺炎,2020,32,2020-W32,9,7,16,248,gender
川崎病,2020,32,2020-W32,0,0,0,248,gender
インフルエンザ,2012,14,2012-W14,921,960,1881,414,gender
RSウイルス感染症,2012,14,2012-W14,17,17,34,261,gender
咽頭結膜熱,2012,14,2012-W14,18,10,28,261,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,14,2012-W14,160,165,325,261,gender
感染性胃腸炎,2012,14,2012-W14,1221,1090,2311,261,gender
水痘,2012,14,2012-W14,131,115,246,261,gender
手足口病,2012,14,2012-W14,2,0,2,261,gender
突発性発しん,2012,14,2012-W14,75,52,127,261,gender
ヘルパンギーナ,2012,14,2012-W14,2,2,4,261,gender
流行性耳下腺炎,2012,14,2012-W14,19,30,49,261,gender
川崎病,2012,14,2012-W14,0,1,1,261,gender
インフルエンザ,2022,41,2022-W41,2,0,2,411,gender
RSウイルス感染症,2022,41,2022-W41,118,110,228,258,gender
咽頭結膜熱,2022,41,2022-W41,8,4,12,258,gender
Ａ群溶血性レンサ球菌咽頭炎,2022,41,2022-W41,12,17,29,258,gender
感染性胃腸炎,2022,41,2022-W41,371,305,676,258,gender
水痘,2022,41,2022-W41,6,4,10,258,gender
手足口病,2022,41,2022-W41,189,150,339,258,gender
突発性発しん,2022,41,2022-W41,24,26,50,258,gender
ヘルパンギーナ,2022,41,2022-W41,36,40,76,258,gender
流行性耳下腺炎,2022,41,2022-W41,3,3,6,258,gender
川崎病,2022,41,2022-W41,3,0,3,258,gender
インフルエンザ,2000,20,2000-W20,6,8,14,178,gender
RSウイルス感染症,2000,20,2000-W20,0,0,0,142,gender
咽頭結膜熱,2000,20,2000-W20,2,2,4,142,gender
Ａ群溶血性レンサ球菌咽頭炎,2000,20,2000-W20,53,52,105,142,gender
感染性胃腸炎,2000,20,2000-W20,298,238,536,142,gender
水痘,2000,20,2000-W20,130,104,234,142,gender
手足口病,2000,20,2000-W20,8,10,18,142,gender
突発性発しん,2000,20,2000-W20,45,45,90,142,gender
ヘルパンギーナ,2000,20,2000-W20,20,17,37,142,gender
流行性耳下腺炎,2000,20,2000-W20,36,45,81,142,gender
川崎病,2000,20,2000-W20,1,3,4,142,gender
インフルエンザ,2012,2,2012-W02,710,638,1348,418,gender
RSウイルス感染症,2012,2,2012-W02,35,38,73,264,gender
咽頭結膜熱,2012,2,2012-W02,34,28,62,264,gender
Ａ群溶血性レンサ球菌咽頭炎,2012,2,2012-W02,216,196,412,264,gender
感染性胃腸炎,2012,2,2012-W02,1569,1458,3027,264,gender
水痘,2012,2,2012-W02,301,270,571,264,gender
手足口病,2012,2,2012-W02,20,14,34,264,gender
突発性発しん,2012,2,2012-W02,67,70,137,264,gender
ヘルパンギーナ,2012,2,2012-W02,2,5,7,264,gender
流行性耳下腺炎,2012,2,2012-W02,40,29,69,264,gender
川崎病,2012,2,2012-W02,3,1,4,264,gender
インフルエンザ,2011,37,2011-W37,9,1,10,409,gender
RSウイルス感染症,2011,37,2011-W37,73,53,126,256,gender
咽頭結膜熱,2011,37,2011-W37,38,33,71,256,gender
Ａ群溶血性レンサ球菌咽頭炎,2011,37,2011-W37,99,83,182,256,gender
感染性胃腸炎,2011,37,2011-W37,483,394,877,256,gender
水痘,2011,37,2011-W37,59,53,112,256,gender
手足口病,2011,37,2011-W37,593,463,1056,256,gender
突発性発しん,2011,37,2011-W37,108,86,194,256,gender
ヘルパンギーナ,2011,37,2011-W37,269,233,502,256,gender
流行性耳下腺炎,2011,37,2011-W37,38,27,65,256,gender
川崎病,2011,37,2011-W37,0,1,1,256,gender
インフルエンザ,2013,44,2013-W44,17,18,35,401,gender
RSウイルス感染症,2013,44,2013-W44,145,146,291,254,gender
咽頭結膜熱,2013,44,2013-W44,33,38,71,254,gender
Ａ群溶血性レンサ球菌咽頭炎,2013,44,2013-W44,165,155,320,254,gender
感染性胃腸炎,2013,44,2013-W44,568,578,1146,254,gender
水痘,2013,44,2013-W44,84,95,179,254,gender
手足口病,2013,44,2013-W44,120,92,212,254,gender
突発性発しん,2013,44,2013-W44,95,92,187,254,gender
ヘルパンギーナ,2013,44,2013-W44,16,16,32,254,gender
流行性耳下腺炎,2013,44,2013-W44,26,23,49,254,gender
川崎病,2013,44,2013-W44,1,2,3,254,gender
インフルエンザ,2023,11,2023-W11,1677,1481,3158,408,gender
RSウイルス感染症,2023,11,2023-W11,21,18,39,256,gender
咽頭結膜熱,2023,11,2023-W11,12,10,22,256,gender
Ａ群溶血性レンサ球菌咽頭炎,2023,11,2023-W11,67,33,100,256,gender
感染性胃腸炎,2023,11,2023-W11,652,626,1278,256,gender
水痘,2023,11,2023-W11,15,22,37,256,gender
手足口病,2023,11,2023-W11,7,4,11,256,gender
突発性発しん,2023,11,2023-W11,36,25,61,256,gender
ヘルパンギーナ,2023,11,2023-W11,2,1,3,256,gender
流行性耳下腺炎,2023,11,2023-W11,3,6,9,256,gender
川崎病,2023,11,2023-W11,1,0,1,256,gender
インフルエンザ,2017,30,2017-W30,35,25,60,417,gender
RSウイルス感染症,2017,30,2017-W30,235,170,405,263,gender
咽頭結膜熱,2017,30,2017-W30,162,133,295,263,gender
Ａ群溶血性レンサ球菌咽頭炎,2017,30,2017-W30,251,204,455,263,gender
